Job Date,Task,Job Name,Job Number,Employee,Rate,Hours,Total,Invoice Amount,Invoice Number,Invoice Issue Date,Invoice Due Date,Invoice Status,Client Name,Client Street,Client City,Client Phone,Client Email,Attn,Client ID
4/7/2025,Prints,Rocket Arena,,A Shamrock,150,2.9,435,3090,1023,5/1/2025,7/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/4/2025,Prints,Rocket Arena,,A Shamrock,150,1.5,225,3090,1023,5/1/2025,7/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/3/2025,Prints,Rocket Arena,,A Shamrock,150,1.2,180,3090,1023,5/1/2025,7/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/27/2025,Prints,John Ross- Extrusions,,A Shamrock,150,2.3,345,1050,1022,4/1/2025,6/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/24/2025,Prints,JAS Center,,A Shamrock,150,0.5,75,1050,1022,4/1/2025,6/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/21/2025,Prints,John Ross- Extrusions,,A Shamrock,150,3.5,525,1050,1022,4/1/2025,6/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/6/2025,Prints,Ford,,A Shamrock,150,0.7,105,1050,1022,4/1/2025,6/1/2025,Issued,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/5/2025,Prints,JAS Center,,A Shamrock,150,2.1,315,1050,201,4/1/2025,6/1/2025,Issued,Interior Concept,6372 S Andes Pl.,Centennial Colorado 80016,(303) 699-300,tom@buildwell.com,Tom Ranucci,2
3/4/2025,Prints,JAS Center,,A Shamrock,150,1.5,225,615,201,4/1/2025,6/1/2025,Issued,Interior Concept,6372 S Andes Pl.,Centennial Colorado 80016,(303) 699-300,tom@buildwell.com,Tom Ranucci,2
2/28/2025,Prints,JAS Center,,A Shamrock,150,2.5,375,615,201,4/1/2025,6/1/2025,Issued,Interior Concept,6372 S Andes Pl.,Centennial Colorado 80016,(303) 699-300,tom@buildwell.com,Tom Ranucci,2
2/28/2025,Discount,JAS Center,,A Shamrock,-150,2,-300,615,201,4/1/2025,6/1/2025,Issued,Interior Concept,6372 S Andes Pl.,Centennial Colorado 80016,(303) 699-300,tom@buildwell.com,Tom Ranucci,2
2/27/2025,Prints,Ford,,A Shamrock,150,2.2,330,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/26/2025,Prints,JAS Center,,A Shamrock,150,2.4,360,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/26/2025,Prints,Ford,,A Shamrock,150,1.7,255,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/25/2025,Prints,JAS Center,,A Shamrock,150,1.2,180,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/25/2025,Prints,Ford,,A Shamrock,150,4,600,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/14/2025,Prints,Ford,,A Shamrock,150,0.6,90,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/10/2025,Prints,Baker Hoffstedder,,A Shamrock,150,0.6,90,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/7/2025,Prints,Clovis Airport,,A Shamrock,150,1.6,240,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/4/2025,Prints,Ford,,A Shamrock,150,2.2,330,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/3/2025,Prints,Ford,,A Shamrock,150,2.6,390,2865,1021,3/1/2025,5/1/2025,Late,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/29/2025,Prints,Ford,,A Shamrock,150,1.2,180,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/28/2025,Prints,Park View Hs,,A Shamrock,150,1.1,165,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/22/2025,Prints,Ford,,A Shamrock,150,0.5,75,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/21/2025,Prints,Ford,,A Shamrock,150,3.3,495,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/15/2025,Prints,Ford,,A Shamrock,150,1.5,225,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/14/2025,Prints,Ford,,A Shamrock,150,6.3,945,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
1/13/2025,Prints,Ford,,A Shamrock,150,0.6,90,2175,1020,2/1/2025,4/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/25/2024,Prints,Rolex,,A Shamrock,150,5.3,795,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/22/2024,Prints,Pittsburgh,,A Shamrock,150,1.1,165,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/15/2024,Prints,Pittsburgh,,A Shamrock,150,2.8,420,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/13/2024,3D Print,Pittsburgh,295 (1),A Shamrock,,6.5,154,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/13/2024,Prints,Pittsburgh,,A Shamrock,150,2.9,435,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/13/2024,Prints,Virginia,,A Shamrock,150,0.7,105,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
11/4/2024,Prints,Pittsburgh,,A Shamrock,150,1.6,240,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
10/30/2024,Prints,Pittsburgh,,A Shamrock,150,0.7,105,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
10/28/2024,3D Print,Pittsburgh,261 (1),A Shamrock,,4.7,155,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
10/25/2024,Prints,Pittsburgh,,A Shamrock,150,2.3,345,2919,1019,12/1/2024,2/1/2025,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/25/2024,Prints,Rolex,,A Shamrock,150,2.6,390,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/24/2024,Prints,Rolex,,A Shamrock,150,4.3,645,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/23/2024,Prints,Rolex,,A Shamrock,150,4.3,645,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/17/2024,Prints,Rolex,,A Shamrock,150,5.6,840,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/16/2024,Prints,Rolex,,A Shamrock,150,2.5,375,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/12/2024,Prints,Rolex,,A Shamrock,150,2.1,315,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/10/2024,Prints,Pittsburgh,,A Shamrock,150,2.6,390,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
9/3/2024,Prints,Rolex,,A Shamrock,150,0.6,90,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
8/20/2024,Prints,Pittsburgh,,A Shamrock,150,1.7,255,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
7/31/2024,Prints,Gensler - K Street,,A Shamrock,150,1.1,165,3465,1018,10/9/2024,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
7/23/2024,Prints,Rolex,,A Shamrock,150,1.2,180,3172,1017,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
7/22/2024,Prints,Rolex,,A Shamrock,150,3.6,540,3172,1017,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
7/12/2024,3D Print,Pittsburgh,636 (1),A Shamrock,,13.2,184,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
7/8/2024,Prints,Rolex,,A Shamrock,150,4.2,630,3172,1017,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/26/2024,Prints,Pittsburgh,,A Shamrock,150,5,750,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/25/2024,Prints,Pittsburgh,,A Shamrock,150,1.5,225,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/25/2024,Prints,Union Station,,A Shamrock,150,2.2,330,1890,1016,7/1/2024,9/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/18/2024,Prints,Pittsburgh,,A Shamrock,150,3.3,495,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/10/2024,Prints,Rolex,,A Shamrock,150,4.5,675,1890,1016,7/1/2024,9/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
6/7/2024,Prints,Rolex,,A Shamrock,150,3.6,540,1890,1016,7/1/2024,9/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
5/30/2024,3D Print,Corner Crimp,232 (2),A Shamrock,,5.1,195,1890,1016,7/1/2024,9/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
5/23/2024,Prints,Pittsburgh,,A Shamrock,150,1.8,270,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
5/22/2024,Prints,Pittsburgh,,A Shamrock,150,3.6,540,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
5/21/2024,Prints,Jaguar-Land Rover,,A Shamrock,150,1,150,1890,1016,7/1/2024,9/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
5/21/2024,Prints,Pittsburgh,,A Shamrock,150,4.3,645,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/23/2024,Prints,Rolex,,A Shamrock,150,1.5,300,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/19/2024,Prints,Rolex,,A Shamrock,150,4,600,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/18/2024,Prints,Rolex,,A Shamrock,150,4.6,690,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/17/2024,Prints,Rolex,,A Shamrock,150,2.2,330,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/17/2024,Purchase,Rolex,,A Shamrock,37.46,1,37.46,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/8/2024,Prints,Rolex,,A Shamrock,150,3.8,570,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/5/2024,Prints,CCI Elevator,,A Shamrock,150,1.9,285,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/4/2024,Prints,Rolex,,A Shamrock,150,1,150,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/4/2024,Prints,Pittsburgh,,A Shamrock,150,4.1,615,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
4/1/2024,Prints,Suntan Supply,,A Shamrock,150,1.4,210,3172,1015,5/1/2024,7/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/29/2024,Prints,Fort Mead,,A Shamrock,135,1.2,162,472,1014,4/1/2024,6/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/20/2024,Prints,Pittsburgh,,A Shamrock,135,0.8,108,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/19/2024,Prints,Pittsburgh,,A Shamrock,135,2.5,338,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/18/2024,Prints,Pittsburgh,,A Shamrock,135,2.2,297,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/15/2024,Prints,Pittsburgh,,A Shamrock,135,8.5,1147,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/14/2024,Prints,Pittsburgh,,A Shamrock,135,6.2,837,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/13/2024,Prints,Pittsburgh,,A Shamrock,135,1,135,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/11/2024,Assembly,Pittsburgh,,A Shamrock,22.5,0.7,15,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/9/2024,Assembly,Pittsburgh,,A Shamrock,22.5,1.2,27,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/8/2024,Prints,Fort Mead,,A Shamrock,135,1.4,189,472,1014,4/1/2024,6/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/5/2024,Prints,Charm City,,A Shamrock,135,0.9,121,472,1014,4/1/2024,6/1/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/4/2024,Post Processing,Pittsburgh,,A Shamrock,22.5,0.7,15,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
3/4/2024,Assembly,Pittsburgh,,A Shamrock,22.5,0.5,11,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/29/2024,3D Print,Pittsburgh,695g,A Shamrock,,12.2,204,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/28/2024,3D Print,Pittsburgh,1404g,A Shamrock,,20.2,254,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/27/2024,3D Print,Pittsburgh,351g,A Shamrock,,8.4,180,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/26/2024,Prints,Pittsburgh,,A Shamrock,150,1.8,270,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
2/23/2024,Prints,Pittsburgh,,A Shamrock,150,0.9,135,18253,1010,12/1/2023,12/9/2024,Paid,Frank Novak and Sons Inc,23940 Miles Road,Bedford Heights Ohio 44128,(216) 475-5440,Accountspayable@franknovak.com,Accounts Payable,1
